category,city,experienceLevel,price
Lifestyle,Nov,5,766.0
Digital Marketing,Krsk,5,524.0
Programming & Tech,Msc,6,339.0
Programming & Tech,Msc,4,705.0
Programming & Tech,Msc,1,1006.0
Business,Nvsk,4,260.0
Programming & Tech,Msc,4,615.0
Programming & Tech,SPb,7,1034.0
Programming & Tech,Msc,9,422.0
Writing & Translation,NNov,5,185.0
Lifestyle,Nov,2,509.0
Video & Animation,Vlc,8,426.0
Programming & Tech,Msc,7,517.0
Programming & Tech,Msc,7,346.0
Programming & Tech,Msc,8,1091.0
Programming & Tech,Msc,5,483.0
Lifestyle,Nov,2,832.0
Programming & Tech,Msc,4,732.0
Music & Audio,Mmk,0,177.0
Programming & Tech,Msc,4,309.0
Business,Nvsk,0,980.0
Programming & Tech,Msc,6,386.0
Music & Audio,Mmk,7,904.0
Programming & Tech,Msc,4,506.0
Programming & Tech,SPb,8,482.0
Programming & Tech,SPb,9,651.0
Programming & Tech,Msc,6,865.0
Writing & Translation,NNov,2,485.0
Digital Marketing,Krsk,1,380.0
Programming & Tech,Msc,4,843.0
Programming & Tech,Msc,2,360.0
Programming & Tech,Msc,9,108.0
Writing & Translation,NNov,8,1078.0
Programming & Tech,Msc,5,490.0
Lifestyle,Nov,4,601.0
Programming & Tech,SPb,5,920.0
Programming & Tech,Msc,4,457.0
Programming & Tech,Msc,7,582.0
Music & Audio,Mmk,0,253.0
Programming & Tech,Msc,9,151.0
Video & Animation,Vlc,4,753.0
Programming & Tech,Msc,8,240.0
Programming & Tech,Msc,5,355.0
Lifestyle,Nov,8,214.0
Programming & Tech,Msc,2,107.0
Programming & Tech,Msc,0,764.0
Programming & Tech,Msc,2,367.0
Writing & Translation,NNov,3,300.0
Digital Marketing,Krsk,0,175.0
Lifestyle,Nov,9,144.0
Programming & Tech,SPb,6,780.0
Programming & Tech,Msc,7,669.0
Business,Nvsk,5,577.0
Programming & Tech,Msc,6,732.0
Video & Animation,Vlc,5,733.0
Programming & Tech,Msc,3,388.0
Programming & Tech,Msc,5,676.0
Programming & Tech,Msc,7,676.0
Programming & Tech,Msc,1,405.0
Programming & Tech,Msc,9,656.0
Programming & Tech,Msc,5,157.0
Writing & Translation,NNov,5,939.0
Business,Nvsk,4,1021.0
Programming & Tech,Msc,4,200.0
Business,Nvsk,2,896.0
Programming & Tech,Msc,2,155.0
Writing & Translation,NNov,5,195.0
Lifestyle,Nov,7,398.0
Programming & Tech,Msc,9,1084.0
Programming & Tech,Msc,0,465.0
Writing & Translation,NNov,6,388.0
Programming & Tech,Msc,2,866.0
Programming & Tech,Msc,4,880.0
Programming & Tech,Msc,1,760.0
Programming & Tech,SPb,1,553.0
Programming & Tech,SPb,4,706.0
Programming & Tech,Msc,4,1016.0
Programming & Tech,Msc,7,551.0
Programming & Tech,Msc,2,389.0
Programming & Tech,Msc,6,351.0
Programming & Tech,Msc,9,153.0
Programming & Tech,Msc,9,367.0
Music & Audio,Mmk,5,156.0
Programming & Tech,Msc,1,640.0
Programming & Tech,Msc,6,1061.0
Programming & Tech,SPb,7,584.0
Music & Audio,Mmk,3,485.0
Programming & Tech,Msc,2,136.0
Business,Nvsk,4,800.0
Programming & Tech,Msc,4,449.0
Programming & Tech,Msc,2,1032.0
Lifestyle,Nov,4,637.0
Programming & Tech,Msc,8,575.0
Music & Audio,Mmk,0,514.0
Video & Animation,Vlc,0,880.0
Music & Audio,Mmk,7,946.0
Digital Marketing,Krsk,0,627.0
Business,Nvsk,1,154.0
Video & Animation,Vlc,9,460.0
Lifestyle,Nov,7,238.0
Programming & Tech,Msc,1,980.0
Programming & Tech,Msc,8,520.0
Lifestyle,Nov,0,1083.0
Digital Marketing,Krsk,3,237.0
Music & Audio,Mmk,9,267.0
Lifestyle,Nov,9,1048.0
Digital Marketing,Krsk,3,634.0
Programming & Tech,Msc,4,659.0
Music & Audio,Mmk,0,754.0
Programming & Tech,SPb,2,886.0
Business,Nvsk,0,631.0
Digital Marketing,Krsk,0,560.0
Programming & Tech,Msc,1,484.0
Programming & Tech,Msc,4,172.0
Lifestyle,Nov,2,676.0
Digital Marketing,Krsk,5,575.0
Digital Marketing,Krsk,4,696.0
Music & Audio,Mmk,3,1008.0
Programming & Tech,SPb,8,531.0
Programming & Tech,Msc,4,353.0
Programming & Tech,Msc,4,698.0
Business,Nvsk,9,789.0
Programming & Tech,Msc,2,407.0
Programming & Tech,Msc,4,751.0
Programming & Tech,Msc,0,590.0
Business,Nvsk,7,199.0
Digital Marketing,Krsk,4,387.0
Writing & Translation,NNov,2,641.0
Programming & Tech,Msc,5,365.0
Programming & Tech,Msc,5,323.0
Programming & Tech,Msc,0,616.0
Programming & Tech,Msc,3,658.0
Digital Marketing,Krsk,8,310.0
Programming & Tech,Msc,7,102.0
Programming & Tech,Msc,7,986.0
Programming & Tech,SPb,1,619.0
Programming & Tech,Msc,3,694.0
Programming & Tech,SPb,8,982.0
Writing & Translation,NNov,1,681.0
Programming & Tech,Msc,9,893.0
Programming & Tech,Msc,8,264.0
Lifestyle,Nov,0,774.0
Music & Audio,Mmk,9,364.0
Programming & Tech,Msc,1,602.0
Programming & Tech,Msc,3,1058.0
Music & Audio,Mmk,0,680.0
Business,Nvsk,6,1023.0
Video & Animation,Vlc,9,673.0
Programming & Tech,Msc,0,214.0
Music & Audio,Mmk,6,950.0
Writing & Translation,NNov,0,112.0
Programming & Tech,SPb,3,110.0
Programming & Tech,Msc,5,1077.0
Programming & Tech,Msc,5,394.0
Writing & Translation,NNov,3,1035.0
Programming & Tech,Msc,4,187.0
Programming & Tech,Msc,3,831.0
Programming & Tech,Msc,4,373.0
Programming & Tech,Msc,6,918.0
Video & Animation,Vlc,5,632.0
Programming & Tech,Msc,6,927.0
Music & Audio,Mmk,6,995.0
Digital Marketing,Krsk,4,495.0
Digital Marketing,Krsk,7,453.0
Programming & Tech,Msc,1,544.0
Programming & Tech,Msc,1,1005.0
Programming & Tech,Msc,2,870.0
Programming & Tech,Msc,1,463.0
Digital Marketing,Krsk,2,1081.0
Video & Animation,Vlc,0,930.0
Business,Nvsk,2,562.0
Programming & Tech,Msc,6,784.0
Programming & Tech,Msc,8,977.0
Programming & Tech,Msc,7,864.0
Programming & Tech,Msc,4,629.0
Business,Nvsk,5,805.0
Programming & Tech,Msc,5,280.0
Digital Marketing,Krsk,1,940.0
Programming & Tech,Msc,7,446.0
Programming & Tech,SPb,6,922.0
Lifestyle,Nov,8,321.0
Programming & Tech,Msc,3,446.0
Programming & Tech,Msc,5,628.0
Video & Animation,Vlc,3,1058.0
Programming & Tech,Msc,7,860.0
Programming & Tech,Msc,6,174.0
Programming & Tech,Msc,5,764.0
Programming & Tech,Msc,5,702.0
Digital Marketing,Krsk,6,425.0
Video & Animation,Vlc,3,278.0
Programming & Tech,Msc,2,663.0
Programming & Tech,Msc,1,1091.0
Programming & Tech,Msc,7,1006.0
Writing & Translation,NNov,6,725.0
Programming & Tech,SPb,9,743.0
Digital Marketing,Krsk,3,561.0
Programming & Tech,Msc,5,216.0
Programming & Tech,Msc,6,852.0
Video & Animation,Vlc,6,601.0
Programming & Tech,SPb,0,400.0
Video & Animation,Vlc,2,184.0
Video & Animation,Vlc,9,900.0
Programming & Tech,Msc,4,584.0
Programming & Tech,Msc,1,894.0
Digital Marketing,Krsk,3,800.0
Programming & Tech,Msc,7,262.0
Programming & Tech,SPb,2,418.0
Programming & Tech,Msc,9,639.0
Programming & Tech,Msc,3,486.0
Business,Nvsk,9,247.0
Programming & Tech,Msc,7,254.0
Programming & Tech,Msc,6,916.0
Digital Marketing,Krsk,3,653.0
Programming & Tech,Msc,7,272.0
Video & Animation,Vlc,5,1035.0
Business,Nvsk,3,249.0
Business,Nvsk,8,580.0
Lifestyle,Nov,4,386.0
Programming & Tech,Msc,0,784.0
Video & Animation,Vlc,0,1075.0
Music & Audio,Mmk,5,949.0
Programming & Tech,Msc,1,759.0
Business,Nvsk,8,663.0
Business,Nvsk,0,824.0
Programming & Tech,Msc,9,661.0
Writing & Translation,NNov,5,994.0
Programming & Tech,Msc,2,127.0
Programming & Tech,Msc,0,759.0
Programming & Tech,Msc,0,449.0
Programming & Tech,Msc,7,175.0
Music & Audio,Mmk,9,854.0
Music & Audio,Mmk,4,649.0
Programming & Tech,SPb,2,1070.0
Programming & Tech,Msc,6,626.0
Programming & Tech,Msc,9,1089.0
Writing & Translation,NNov,8,609.0
Programming & Tech,Msc,4,267.0
Programming & Tech,Msc,0,526.0
Programming & Tech,Msc,5,142.0
Programming & Tech,Msc,2,969.0
Business,Nvsk,0,757.0
Programming & Tech,Msc,4,800.0
Video & Animation,Vlc,9,957.0
Programming & Tech,Msc,3,420.0
Programming & Tech,Msc,0,126.0
Programming & Tech,Msc,1,651.0
Lifestyle,Nov,5,1032.0
Music & Audio,Mmk,7,221.0
Programming & Tech,Msc,1,304.0
Music & Audio,Mmk,6,601.0
Music & Audio,Mmk,6,184.0
Programming & Tech,Msc,2,779.0
Music & Audio,Mmk,3,378.0
Programming & Tech,Msc,4,597.0
Programming & Tech,Msc,7,382.0
Programming & Tech,Msc,5,880.0
Programming & Tech,Msc,2,866.0
Lifestyle,Nov,3,513.0
Lifestyle,Nov,8,558.0
Programming & Tech,Msc,8,594.0
Programming & Tech,Msc,5,487.0
Music & Audio,Mmk,8,260.0
Lifestyle,Nov,3,695.0
Digital Marketing,Krsk,4,200.0
Business,Nvsk,8,766.0
Programming & Tech,Msc,9,692.0
Programming & Tech,SPb,5,422.0
Programming & Tech,Msc,0,342.0
Programming & Tech,Msc,1,986.0
Programming & Tech,Msc,9,794.0
Programming & Tech,Msc,2,470.0
Programming & Tech,Msc,4,415.0
Digital Marketing,Krsk,8,189.0
Programming & Tech,Msc,7,461.0
Programming & Tech,Msc,1,1079.0
Programming & Tech,Msc,5,449.0
Programming & Tech,Msc,1,145.0
Programming & Tech,Msc,6,473.0
Programming & Tech,Msc,1,275.0
Programming & Tech,Msc,5,326.0
Programming & Tech,Msc,5,468.0
Programming & Tech,Msc,9,847.0
Video & Animation,Vlc,5,461.0
Programming & Tech,Msc,3,562.0
Video & Animation,Vlc,1,373.0
Programming & Tech,Msc,7,892.0
Business,Nvsk,6,357.0
Programming & Tech,Msc,3,231.0
Video & Animation,Vlc,7,405.0
Programming & Tech,Msc,2,1013.0
Lifestyle,Nov,0,261.0
Programming & Tech,Msc,0,801.0
Programming & Tech,Msc,7,773.0
Programming & Tech,Msc,8,868.0
Video & Animation,Vlc,0,271.0
Programming & Tech,SPb,5,967.0
Programming & Tech,Msc,0,261.0
Programming & Tech,Msc,5,571.0
Programming & Tech,SPb,2,1084.0
Video & Animation,Vlc,6,724.0
Programming & Tech,Msc,1,473.0
Programming & Tech,Msc,4,349.0
Programming & Tech,Msc,7,569.0
Business,Nvsk,2,926.0
Programming & Tech,Msc,5,758.0
Programming & Tech,Msc,4,959.0
Programming & Tech,Msc,8,814.0
Business,Nvsk,6,438.0
Programming & Tech,Msc,8,285.0
Programming & Tech,Msc,1,262.0
Programming & Tech,Msc,3,435.0
Writing & Translation,NNov,7,199.0
Business,Nvsk,9,1088.0
Programming & Tech,Msc,0,977.0
Programming & Tech,Msc,9,207.0
Programming & Tech,Msc,1,1073.0
Video & Animation,Vlc,4,409.0
Lifestyle,Nov,0,950.0
Programming & Tech,SPb,4,590.0
Writing & Translation,NNov,1,194.0
Lifestyle,Nov,4,757.0
Programming & Tech,Msc,8,835.0
Writing & Translation,NNov,1,681.0
Programming & Tech,Msc,5,629.0
Video & Animation,Vlc,3,805.0
Video & Animation,Vlc,8,165.0
Programming & Tech,Msc,3,622.0
Business,Nvsk,8,371.0
Programming & Tech,Msc,9,407.0
Programming & Tech,Msc,3,453.0
Programming & Tech,SPb,7,1032.0
Programming & Tech,Msc,0,723.0
Programming & Tech,Msc,7,450.0
Programming & Tech,Msc,9,880.0
Programming & Tech,SPb,2,759.0
Programming & Tech,Msc,0,985.0
Programming & Tech,Msc,7,609.0
Video & Animation,Vlc,9,882.0
Programming & Tech,Msc,1,533.0
Writing & Translation,NNov,0,1061.0
Digital Marketing,Krsk,2,1043.0
Programming & Tech,Msc,3,277.0
Digital Marketing,Krsk,9,445.0
Programming & Tech,Msc,7,1050.0
Programming & Tech,Msc,7,781.0
Digital Marketing,Krsk,6,493.0
Programming & Tech,Msc,7,758.0
Programming & Tech,Msc,0,535.0
Writing & Translation,NNov,5,220.0
Programming & Tech,Msc,0,1060.0
Programming & Tech,Msc,7,141.0
Writing & Translation,NNov,0,665.0
Programming & Tech,Msc,0,106.0
Programming & Tech,Msc,5,1098.0
Lifestyle,Nov,9,400.0
Programming & Tech,Msc,1,605.0
Writing & Translation,NNov,1,419.0
Programming & Tech,Msc,8,467.0
Video & Animation,Vlc,0,731.0
Music & Audio,Mmk,5,382.0
Music & Audio,Mmk,7,1048.0
Programming & Tech,Msc,1,884.0
Video & Animation,Vlc,1,478.0
Programming & Tech,Msc,7,293.0
Programming & Tech,SPb,0,604.0
Programming & Tech,Msc,5,1098.0
Business,Nvsk,8,979.0
Programming & Tech,Msc,5,875.0
Business,Nvsk,2,1082.0
Programming & Tech,Msc,6,267.0
Lifestyle,Nov,0,720.0
Programming & Tech,Msc,8,991.0
Programming & Tech,Msc,4,165.0
Business,Nvsk,6,120.0
Business,Nvsk,9,711.0
Programming & Tech,Msc,6,557.0
Programming & Tech,Msc,0,800.0
Programming & Tech,Msc,1,1070.0
Programming & Tech,Msc,0,707.0
Programming & Tech,Msc,2,514.0
Digital Marketing,Krsk,1,135.0
Programming & Tech,Msc,0,709.0
Lifestyle,Nov,8,455.0
Programming & Tech,SPb,1,293.0
Writing & Translation,NNov,0,330.0
Programming & Tech,Msc,9,515.0
Programming & Tech,Msc,3,579.0
Digital Marketing,Krsk,8,618.0
Programming & Tech,Msc,2,467.0
Video & Animation,Vlc,1,130.0
Programming & Tech,Msc,6,959.0
Programming & Tech,Msc,4,694.0
Programming & Tech,Msc,4,371.0
Programming & Tech,Msc,7,987.0
Lifestyle,Nov,1,489.0
Programming & Tech,Msc,6,128.0
Video & Animation,Vlc,4,136.0
Music & Audio,Mmk,7,251.0
Programming & Tech,Msc,2,558.0
Business,Nvsk,9,843.0
Writing & Translation,NNov,5,761.0
Programming & Tech,Msc,8,265.0
Programming & Tech,Msc,3,636.0
Writing & Translation,NNov,3,843.0
Programming & Tech,Msc,7,689.0
Programming & Tech,Msc,3,617.0
Video & Animation,Vlc,3,1041.0
Programming & Tech,Msc,5,231.0
Lifestyle,Nov,1,417.0
Programming & Tech,Msc,5,324.0
Programming & Tech,SPb,0,791.0
Digital Marketing,Krsk,6,227.0
Programming & Tech,Msc,1,332.0
Music & Audio,Mmk,9,762.0
Writing & Translation,NNov,5,695.0
Programming & Tech,SPb,8,234.0
Business,Nvsk,1,805.0
Programming & Tech,Msc,1,727.0
Writing & Translation,NNov,7,379.0
Digital Marketing,Krsk,9,700.0
Programming & Tech,Msc,0,823.0
Programming & Tech,Msc,1,464.0
Programming & Tech,Msc,7,622.0
Programming & Tech,Msc,7,164.0
Programming & Tech,Msc,2,240.0
Programming & Tech,Msc,9,885.0
Programming & Tech,Msc,0,664.0
Programming & Tech,Msc,9,930.0
Programming & Tech,Msc,1,460.0
Programming & Tech,Msc,4,746.0
Programming & Tech,Msc,6,715.0
Writing & Translation,NNov,3,454.0
Writing & Translation,NNov,4,379.0
Digital Marketing,Krsk,0,351.0
Writing & Translation,NNov,2,260.0
Programming & Tech,Msc,9,212.0
Programming & Tech,Msc,2,446.0
Programming & Tech,Msc,1,767.0
Writing & Translation,NNov,8,536.0
Programming & Tech,Msc,9,128.0
Programming & Tech,SPb,2,858.0
Digital Marketing,Krsk,3,955.0
Programming & Tech,Msc,1,1075.0
Writing & Translation,NNov,3,890.0
Programming & Tech,Msc,5,1063.0
Digital Marketing,Krsk,5,774.0
Programming & Tech,Msc,2,484.0
Music & Audio,Mmk,6,1050.0
Digital Marketing,Krsk,6,601.0
Programming & Tech,Msc,3,298.0
Programming & Tech,SPb,8,930.0
Music & Audio,Mmk,5,513.0
Programming & Tech,Msc,0,665.0
Business,Nvsk,5,129.0
Programming & Tech,Msc,9,509.0
Programming & Tech,Msc,1,841.0
Lifestyle,Nov,0,125.0
Programming & Tech,Msc,4,584.0
Programming & Tech,SPb,3,627.0
Programming & Tech,Msc,6,205.0
Digital Marketing,Krsk,4,1061.0
Digital Marketing,Krsk,0,237.0
Programming & Tech,Msc,4,725.0
Programming & Tech,Msc,6,812.0
Programming & Tech,Msc,0,267.0
Digital Marketing,Krsk,6,740.0
Programming & Tech,Msc,7,893.0
Programming & Tech,Msc,8,633.0
Programming & Tech,Msc,2,634.0
Music & Audio,Mmk,9,822.0
Programming & Tech,Msc,0,1052.0
Business,Nvsk,8,265.0
Music & Audio,Mmk,1,106.0
Programming & Tech,Msc,8,990.0
Programming & Tech,Msc,1,386.0
Programming & Tech,Msc,1,277.0
Writing & Translation,NNov,5,173.0
Programming & Tech,Msc,0,524.0
Programming & Tech,Msc,6,336.0
Programming & Tech,Msc,4,1091.0
Digital Marketing,Krsk,8,757.0
Lifestyle,Nov,5,267.0
Programming & Tech,Msc,7,556.0
Writing & Translation,NNov,8,228.0
Digital Marketing,Krsk,2,963.0
Lifestyle,Nov,5,323.0
Programming & Tech,Msc,4,453.0
Programming & Tech,Msc,6,770.0
Lifestyle,Nov,6,889.0
Video & Animation,Vlc,9,531.0
Programming & Tech,Msc,6,742.0
Programming & Tech,Msc,6,427.0
Video & Animation,Vlc,8,560.0
Programming & Tech,Msc,7,327.0
Digital Marketing,Krsk,5,559.0
Programming & Tech,SPb,2,892.0
Video & Animation,Vlc,4,173.0
Programming & Tech,Msc,9,391.0
Programming & Tech,Msc,6,577.0
Programming & Tech,Msc,0,139.0
Programming & Tech,Msc,5,421.0
Music & Audio,Mmk,4,372.0
Business,Nvsk,8,662.0
Programming & Tech,Msc,9,406.0
Music & Audio,Mmk,6,1047.0
Music & Audio,Mmk,8,500.0
Programming & Tech,Msc,8,770.0
Programming & Tech,Msc,2,376.0
Digital Marketing,Krsk,8,753.0
Business,Nvsk,1,106.0
Programming & Tech,SPb,5,117.0
Lifestyle,Nov,1,541.0
Programming & Tech,SPb,9,597.0
Music & Audio,Mmk,0,734.0
Video & Animation,Vlc,5,393.0
Programming & Tech,Msc,2,491.0
Writing & Translation,NNov,5,733.0
Programming & Tech,Msc,9,802.0
Programming & Tech,Msc,6,144.0
Writing & Translation,NNov,5,570.0
Programming & Tech,Msc,4,407.0
Music & Audio,Mmk,5,946.0
Programming & Tech,Msc,8,1016.0
Digital Marketing,Krsk,4,656.0
Programming & Tech,Msc,0,255.0
Programming & Tech,Msc,1,126.0
Digital Marketing,Krsk,0,471.0
Programming & Tech,Msc,7,254.0
Programming & Tech,Msc,1,570.0
Programming & Tech,Msc,3,169.0
Programming & Tech,Msc,5,806.0
Music & Audio,Mmk,1,1016.0
Programming & Tech,Msc,5,1003.0
Programming & Tech,Msc,1,515.0
Programming & Tech,Msc,0,815.0
Digital Marketing,Krsk,3,745.0
Music & Audio,Mmk,8,756.0
Programming & Tech,Msc,3,586.0
Business,Nvsk,3,474.0
Business,Nvsk,4,658.0
Programming & Tech,Msc,1,508.0
Programming & Tech,Msc,1,136.0
Programming & Tech,Msc,0,489.0
Programming & Tech,Msc,1,940.0
Lifestyle,Nov,0,665.0
Programming & Tech,Msc,7,299.0
Lifestyle,Nov,4,446.0
Programming & Tech,SPb,2,832.0
Business,Nvsk,0,249.0
Programming & Tech,Msc,9,597.0
Music & Audio,Mmk,7,936.0
Business,Nvsk,5,796.0
Programming & Tech,Msc,9,230.0
Business,Nvsk,2,756.0
Lifestyle,Nov,7,1028.0
Writing & Translation,NNov,1,1001.0
Lifestyle,Nov,4,798.0
Programming & Tech,Msc,0,1017.0
Programming & Tech,Msc,5,824.0
Programming & Tech,Msc,7,1063.0
Programming & Tech,Msc,3,456.0
Programming & Tech,SPb,4,829.0
Music & Audio,Mmk,9,1084.0
Business,Nvsk,9,990.0
Programming & Tech,SPb,1,451.0
Programming & Tech,Msc,0,1079.0
Programming & Tech,SPb,9,286.0
Writing & Translation,NNov,5,657.0
Video & Animation,Vlc,7,312.0
Programming & Tech,Msc,9,931.0
Programming & Tech,Msc,7,786.0
Programming & Tech,Msc,0,896.0
Lifestyle,Nov,7,102.0
Programming & Tech,Msc,5,486.0
Programming & Tech,Msc,5,518.0
Programming & Tech,Msc,8,614.0
Programming & Tech,Msc,3,931.0
Programming & Tech,Msc,3,741.0
Video & Animation,Vlc,5,627.0
Video & Animation,Vlc,4,1002.0
Programming & Tech,Msc,4,629.0
Lifestyle,Nov,5,134.0
Lifestyle,Nov,4,425.0
Video & Animation,Vlc,4,418.0
Programming & Tech,Msc,4,445.0
Programming & Tech,Msc,1,165.0
Business,Nvsk,3,788.0
Programming & Tech,Msc,7,155.0
Video & Animation,Vlc,8,279.0
Programming & Tech,SPb,6,210.0
Music & Audio,Mmk,9,735.0
Programming & Tech,Msc,9,503.0
Programming & Tech,Msc,4,696.0
Programming & Tech,Msc,0,892.0
Video & Animation,Vlc,0,1004.0
Programming & Tech,SPb,8,556.0
Programming & Tech,Msc,3,199.0
Programming & Tech,Msc,4,199.0
Music & Audio,Mmk,1,565.0
Business,Nvsk,5,224.0
Digital Marketing,Krsk,5,798.0
Programming & Tech,Msc,8,474.0
Business,Nvsk,5,106.0
Programming & Tech,Msc,5,677.0
Writing & Translation,NNov,1,549.0
Programming & Tech,Msc,2,458.0
Programming & Tech,Msc,1,214.0
Digital Marketing,Krsk,9,283.0
Programming & Tech,Msc,0,403.0
Programming & Tech,Msc,8,585.0
Programming & Tech,Msc,4,148.0
Programming & Tech,Msc,5,576.0
Programming & Tech,SPb,0,1036.0
Writing & Translation,NNov,5,650.0
Music & Audio,Mmk,7,1072.0
Programming & Tech,Msc,9,458.0
Programming & Tech,Msc,9,509.0
Video & Animation,Vlc,7,802.0
Programming & Tech,Msc,4,357.0
Programming & Tech,Msc,8,820.0
Lifestyle,Nov,4,960.0
Programming & Tech,Msc,3,902.0
Writing & Translation,NNov,8,422.0
Music & Audio,Mmk,6,564.0
Lifestyle,Nov,6,774.0
Programming & Tech,Msc,1,823.0
Lifestyle,Nov,0,853.0
Digital Marketing,Krsk,7,960.0
Lifestyle,Nov,4,922.0
Programming & Tech,Msc,3,233.0
Programming & Tech,Msc,3,379.0
Programming & Tech,Msc,2,797.0
Programming & Tech,SPb,8,771.0
Programming & Tech,Msc,5,202.0
Business,Nvsk,2,121.0
Programming & Tech,Msc,4,101.0
Video & Animation,Vlc,1,940.0
Programming & Tech,Msc,9,818.0
Programming & Tech,Msc,0,401.0
Programming & Tech,Msc,1,394.0
Business,Nvsk,5,265.0
Programming & Tech,Msc,5,504.0
Programming & Tech,Msc,9,1097.0
Lifestyle,Nov,5,789.0
Programming & Tech,Msc,6,294.0
Business,Nvsk,2,695.0
Programming & Tech,Msc,5,755.0
Programming & Tech,SPb,1,819.0
Programming & Tech,Msc,4,613.0
Programming & Tech,Msc,5,936.0
Programming & Tech,Msc,5,812.0
Programming & Tech,Msc,6,807.0
Lifestyle,Nov,0,315.0
Programming & Tech,Msc,0,166.0
Programming & Tech,SPb,9,510.0
Programming & Tech,Msc,9,107.0
Programming & Tech,Msc,9,254.0
Business,Nvsk,9,729.0
Business,Nvsk,5,945.0
Programming & Tech,Msc,1,137.0
Programming & Tech,Msc,3,551.0
Programming & Tech,Msc,4,134.0
Programming & Tech,Msc,9,524.0
Programming & Tech,SPb,4,314.0
Programming & Tech,Msc,1,812.0
Programming & Tech,Msc,8,217.0
Programming & Tech,Msc,0,623.0
Lifestyle,Nov,6,720.0
Programming & Tech,Msc,5,796.0
Programming & Tech,Msc,3,424.0
Programming & Tech,SPb,5,723.0
Programming & Tech,Msc,6,275.0
Business,Nvsk,5,1081.0
Programming & Tech,Msc,0,521.0
Business,Nvsk,6,226.0
Programming & Tech,Msc,3,905.0
Programming & Tech,Msc,5,208.0
Writing & Translation,NNov,6,305.0
Business,Nvsk,2,1073.0
Programming & Tech,Msc,0,342.0
Programming & Tech,Msc,1,832.0
Programming & Tech,Msc,7,1060.0
Programming & Tech,Msc,4,692.0
Writing & Translation,NNov,9,284.0
Programming & Tech,Msc,6,972.0
Programming & Tech,Msc,3,150.0
Programming & Tech,Msc,7,560.0
Programming & Tech,Msc,5,102.0
Programming & Tech,Msc,0,199.0
Music & Audio,Mmk,4,168.0
Programming & Tech,Msc,8,484.0
Writing & Translation,NNov,0,673.0
Programming & Tech,Msc,3,1024.0
Programming & Tech,SPb,2,746.0
Music & Audio,Mmk,7,913.0
Programming & Tech,Msc,8,537.0
Programming & Tech,Msc,9,477.0
Programming & Tech,Msc,5,354.0
Programming & Tech,SPb,4,132.0
Video & Animation,Vlc,8,587.0
Digital Marketing,Krsk,0,343.0
Programming & Tech,Msc,0,786.0
Video & Animation,Vlc,0,590.0
Music & Audio,Mmk,9,495.0
Programming & Tech,Msc,4,328.0
Programming & Tech,SPb,6,682.0
Programming & Tech,Msc,8,786.0
Programming & Tech,Msc,3,980.0
Programming & Tech,Msc,3,771.0
Music & Audio,Mmk,8,561.0
Writing & Translation,NNov,5,380.0
Programming & Tech,Msc,4,775.0
Programming & Tech,Msc,2,720.0
Writing & Translation,NNov,4,735.0
Programming & Tech,Msc,4,404.0
Programming & Tech,Msc,3,406.0
Programming & Tech,Msc,3,626.0
Programming & Tech,Msc,2,452.0
Programming & Tech,Msc,1,356.0
Programming & Tech,Msc,6,238.0
Programming & Tech,Msc,8,379.0
Business,Nvsk,4,866.0
Programming & Tech,Msc,6,1057.0
Programming & Tech,Msc,7,901.0
Programming & Tech,SPb,7,139.0
Programming & Tech,Msc,7,202.0
Programming & Tech,Msc,5,333.0
Programming & Tech,Msc,8,412.0
Lifestyle,Nov,6,922.0
Programming & Tech,Msc,1,871.0
Programming & Tech,Msc,3,739.0
Programming & Tech,Msc,6,679.0
Writing & Translation,NNov,1,242.0
Programming & Tech,Msc,5,768.0
Programming & Tech,Msc,5,592.0
Programming & Tech,Msc,5,705.0
Music & Audio,Mmk,7,565.0
Programming & Tech,Msc,3,546.0
Video & Animation,Vlc,6,953.0
Programming & Tech,Msc,6,1061.0
Digital Marketing,Krsk,7,589.0
Programming & Tech,Msc,4,772.0
Lifestyle,Nov,1,873.0
Programming & Tech,Msc,1,927.0
Programming & Tech,Msc,5,1015.0
Programming & Tech,Msc,7,157.0
Video & Animation,Vlc,3,883.0
Programming & Tech,Msc,2,520.0
Digital Marketing,Krsk,8,924.0
Programming & Tech,Msc,0,1016.0
Programming & Tech,Msc,2,1054.0
Programming & Tech,Msc,3,438.0
Video & Animation,Vlc,5,494.0
Digital Marketing,Krsk,9,399.0
Programming & Tech,Msc,9,951.0
Programming & Tech,Msc,4,511.0
Digital Marketing,Krsk,1,984.0
Writing & Translation,NNov,7,334.0
Writing & Translation,NNov,0,106.0
Programming & Tech,Msc,5,436.0
Music & Audio,Mmk,4,1071.0
Music & Audio,Mmk,4,436.0
Lifestyle,Nov,8,609.0
Business,Nvsk,2,404.0
Programming & Tech,Msc,0,761.0
Programming & Tech,Msc,3,896.0
Business,Nvsk,6,346.0
Lifestyle,Nov,1,820.0
Programming & Tech,Msc,4,822.0
Programming & Tech,Msc,3,348.0
Programming & Tech,Msc,1,747.0
Digital Marketing,Krsk,8,591.0
Programming & Tech,Msc,7,146.0
Programming & Tech,Msc,0,1024.0
Programming & Tech,Msc,2,231.0
Programming & Tech,Msc,3,155.0
Music & Audio,Mmk,4,905.0
Programming & Tech,Msc,2,897.0
Programming & Tech,Msc,1,807.0
Programming & Tech,Msc,3,334.0
Video & Animation,Vlc,8,463.0
Programming & Tech,Msc,9,120.0
